Yer,Puan,Şehir,KullanıcıSayısı,Kategori,Mevsim
Gezilecek Yer 39064,4.2,İstanbul,4665,Tarihi Yer,Bahar
Gezilecek Yer 39065,4.4,İstanbul,50455,Müze,Yaz
Gezilecek Yer 39066,4.4,İstanbul,18388,Restoran,Bahar
Gezilecek Yer 39067,4.7,Bodrum,27595,Tarihi Yer,Kış
Gezilecek Yer 39068,3.6,Ankara,23678,Restoran,Sonbahar
Gezilecek Yer 39069,4.7,Trabzon,9039,Plaj,Yaz
Gezilecek Yer 39070,4.7,Adana,409,Park,Yaz
Gezilecek Yer 39071,4.3,Trabzon,16111,Müze,Yaz
Gezilecek Yer 39072,3.9,İzmir,27600,Tarihi Yer,Kış
Gezilecek Yer 39073,4.9,Ankara,602,Restoran,Kış
Gezilecek Yer 39074,3.6,Bursa,42826,Plaj,Kış
Gezilecek Yer 39075,4.3,Adana,19229,Restoran,Sonbahar
Gezilecek Yer 39076,3.7,Adana,40055,Müze,Yaz
Gezilecek Yer 39077,3.7,Muğla,36450,Tarihi Yer,Kış
Gezilecek Yer 39078,3.9,İzmir,13856,Müze,Kış
Gezilecek Yer 39079,4.4,Bursa,46428,Plaj,Kış
Gezilecek Yer 39080,4.4,Ankara,59613,Müze,Bahar
Gezilecek Yer 39081,4.0,Bodrum,29375,Tarihi Yer,Kış
Gezilecek Yer 39082,4.7,Konya,21516,Restoran,Kış
Gezilecek Yer 39083,4.3,İstanbul,23198,Tarihi Yer,Yaz
Gezilecek Yer 39084,4.4,Bodrum,9261,Müze,Bahar
Gezilecek Yer 39085,4.3,İzmir,52131,Müze,Yaz
Gezilecek Yer 39086,4.3,Ankara,20382,Tarihi Yer,Yaz
Gezilecek Yer 39087,5.0,Bursa,25692,Plaj,Yaz
Gezilecek Yer 39088,3.6,Trabzon,1079,Plaj,Yaz
Gezilecek Yer 39089,4.8,Antalya,56698,Restoran,Sonbahar
Gezilecek Yer 39090,3.8,Antalya,5190,Tarihi Yer,Kış
Gezilecek Yer 39091,4.1,Bursa,54792,Restoran,Bahar
Gezilecek Yer 39092,4.0,Bodrum,14914,Müze,Yaz
Gezilecek Yer 39093,4.3,Muğla,16641,Restoran,Sonbahar
Gezilecek Yer 39094,4.4,Konya,19960,Tarihi Yer,Kış
Gezilecek Yer 39095,3.7,Bodrum,21454,Plaj,Yaz
Gezilecek Yer 39096,4.5,Antalya,59,Tarihi Yer,Sonbahar
Gezilecek Yer 39097,4.0,Konya,44539,Tarihi Yer,Bahar
Gezilecek Yer 39098,4.7,Trabzon,13348,Tarihi Yer,Yaz
Gezilecek Yer 39099,3.7,Bursa,336,Restoran,Kış
Gezilecek Yer 39100,3.8,Trabzon,18456,Müze,Bahar
Gezilecek Yer 39101,3.7,Muğla,19788,Plaj,Bahar
Gezilecek Yer 39102,4.2,Muğla,45089,Restoran,Bahar
Gezilecek Yer 39103,5.0,Adana,13757,Restoran,Bahar
Gezilecek Yer 39104,4.8,İzmir,35418,Tarihi Yer,Kış
Gezilecek Yer 39105,4.9,Ankara,2812,Tarihi Yer,Kış
Gezilecek Yer 39106,4.6,Ankara,58342,Restoran,Kış
Gezilecek Yer 39107,4.7,Konya,39221,Plaj,Bahar
Gezilecek Yer 39108,4.9,İstanbul,53378,Restoran,Bahar
Gezilecek Yer 39109,4.9,Antalya,33463,Tarihi Yer,Kış
Gezilecek Yer 39110,5.0,İstanbul,44403,Müze,Bahar
Gezilecek Yer 39111,4.2,Bodrum,10118,Restoran,Yaz
Gezilecek Yer 39112,4.2,Trabzon,3331,Restoran,Sonbahar
Gezilecek Yer 39113,3.9,Konya,44977,Park,Kış
Gezilecek Yer 39114,4.6,Konya,12041,Müze,Yaz
Gezilecek Yer 39115,3.8,Muğla,26058,Tarihi Yer,Sonbahar
Gezilecek Yer 39116,4.9,İstanbul,55386,Restoran,Yaz
Gezilecek Yer 39117,4.4,İzmir,56131,Müze,Sonbahar
Gezilecek Yer 39118,4.2,Muğla,27132,Restoran,Sonbahar
Gezilecek Yer 39119,4.6,Konya,27978,Tarihi Yer,Kış
Gezilecek Yer 39120,4.6,Muğla,56557,Restoran,Bahar
Gezilecek Yer 39121,4.0,Trabzon,54262,Restoran,Yaz
Gezilecek Yer 39122,3.6,İzmir,38891,Park,Kış
Gezilecek Yer 39123,3.9,Muğla,17788,Müze,Sonbahar
Gezilecek Yer 39124,3.7,Bodrum,33906,Tarihi Yer,Kış
Gezilecek Yer 39125,4.6,Muğla,32883,Tarihi Yer,Yaz
Gezilecek Yer 39126,4.4,Trabzon,8013,Tarihi Yer,Sonbahar
Gezilecek Yer 39127,4.1,Trabzon,41033,Müze,Bahar
Gezilecek Yer 39128,4.5,Bodrum,48919,Restoran,Sonbahar
Gezilecek Yer 39129,4.1,Adana,20523,Restoran,Kış
Gezilecek Yer 39130,4.0,Konya,45086,Park,Sonbahar
Gezilecek Yer 39131,3.9,İzmir,40154,Restoran,Kış
Gezilecek Yer 39132,3.5,İstanbul,804,Tarihi Yer,Sonbahar
Gezilecek Yer 39133,3.8,Trabzon,22898,Tarihi Yer,Yaz
Gezilecek Yer 39134,4.1,Bursa,2244,Park,Sonbahar
Gezilecek Yer 39135,4.6,İzmir,7735,Tarihi Yer,Kış
Gezilecek Yer 39136,4.1,İstanbul,1384,Park,Bahar
Gezilecek Yer 39137,4.5,Konya,59651,Restoran,Sonbahar
Gezilecek Yer 39138,4.3,Antalya,35535,Restoran,Bahar
Gezilecek Yer 39139,5.0,İzmir,40204,Park,Kış
Gezilecek Yer 39140,3.8,İstanbul,49335,Tarihi Yer,Sonbahar
Gezilecek Yer 39141,4.3,Bursa,37645,Plaj,Kış
Gezilecek Yer 39142,4.4,Trabzon,52118,Müze,Bahar
Gezilecek Yer 39143,4.3,Bodrum,26827,Plaj,Kış
Gezilecek Yer 39144,4.6,Ankara,12786,Restoran,Bahar
Gezilecek Yer 39145,4.2,Trabzon,54624,Park,Kış
Gezilecek Yer 39146,4.3,Antalya,50042,Müze,Bahar
Gezilecek Yer 39147,4.7,Konya,1551,Tarihi Yer,Sonbahar
Gezilecek Yer 39148,4.1,İzmir,14917,Plaj,Bahar
Gezilecek Yer 39149,4.6,Konya,50802,Müze,Yaz
Gezilecek Yer 39150,4.9,Bodrum,36227,Tarihi Yer,Sonbahar
Gezilecek Yer 39151,4.9,Ankara,46206,Plaj,Kış
Gezilecek Yer 39152,3.9,İzmir,7548,Tarihi Yer,Sonbahar
Gezilecek Yer 39153,4.9,İzmir,8613,Müze,Kış
Gezilecek Yer 39154,4.8,İzmir,17465,Plaj,Kış
Gezilecek Yer 39155,3.5,Bursa,38159,Restoran,Kış
Gezilecek Yer 39156,4.8,İstanbul,42779,Tarihi Yer,Kış
Gezilecek Yer 39157,4.2,Muğla,24798,Plaj,Bahar
Gezilecek Yer 39158,3.9,Ankara,20979,Restoran,Sonbahar
Gezilecek Yer 39159,3.6,Trabzon,40898,Restoran,Sonbahar
Gezilecek Yer 39160,4.0,Trabzon,35606,Müze,Bahar
Gezilecek Yer 39161,3.6,Trabzon,19043,Tarihi Yer,Sonbahar
Gezilecek Yer 39162,4.1,Konya,25684,Tarihi Yer,Bahar
Gezilecek Yer 39163,3.6,Bursa,40909,Restoran,Bahar
Gezilecek Yer 39164,4.3,Ankara,22154,Müze,Kış
Gezilecek Yer 39165,4.0,İstanbul,55886,Müze,Sonbahar
Gezilecek Yer 39166,4.2,Antalya,57142,Plaj,Sonbahar
Gezilecek Yer 39167,4.9,Ankara,27813,Plaj,Sonbahar
Gezilecek Yer 39168,4.9,Konya,30559,Restoran,Sonbahar
Gezilecek Yer 39169,5.0,Bodrum,17798,Müze,Yaz
Gezilecek Yer 39170,4.3,Muğla,44949,Restoran,Yaz
Gezilecek Yer 39171,3.9,İstanbul,39197,Plaj,Yaz
Gezilecek Yer 39172,4.7,Trabzon,24865,Müze,Bahar
Gezilecek Yer 39173,4.4,İstanbul,50242,Tarihi Yer,Sonbahar
Gezilecek Yer 39174,4.5,Bursa,46988,Restoran,Bahar
Gezilecek Yer 39175,4.7,Antalya,58252,Park,Bahar
Gezilecek Yer 39176,4.9,İzmir,43221,Restoran,Kış
Gezilecek Yer 39177,4.5,Konya,36658,Park,Kış
Gezilecek Yer 39178,3.6,İstanbul,1582,Restoran,Sonbahar
Gezilecek Yer 39179,4.5,Trabzon,35086,Plaj,Sonbahar
Gezilecek Yer 39180,4.8,Muğla,6782,Müze,Yaz
Gezilecek Yer 39181,3.8,Ankara,35442,Plaj,Yaz
Gezilecek Yer 39182,3.8,İzmir,46016,Müze,Bahar
Gezilecek Yer 39183,4.3,Ankara,1768,Plaj,Sonbahar
Gezilecek Yer 39184,4.9,Antalya,15881,Restoran,Yaz
Gezilecek Yer 39185,4.4,Ankara,57782,Tarihi Yer,Bahar
Gezilecek Yer 39186,4.8,İstanbul,5413,Müze,Sonbahar
Gezilecek Yer 39187,4.0,Adana,24537,Restoran,Sonbahar
Gezilecek Yer 39188,3.6,Muğla,51839,Müze,Yaz
Gezilecek Yer 39189,4.0,Ankara,24369,Müze,Sonbahar
Gezilecek Yer 39190,4.8,Adana,44449,Restoran,Yaz
Gezilecek Yer 39191,4.3,Bodrum,22491,Restoran,Kış
Gezilecek Yer 39192,4.7,Antalya,55333,Plaj,Yaz
Gezilecek Yer 39193,4.2,Muğla,15485,Plaj,Bahar
Gezilecek Yer 39194,4.0,Antalya,33590,Restoran,Kış
Gezilecek Yer 39195,4.9,Konya,12161,Tarihi Yer,Sonbahar
Gezilecek Yer 39196,4.4,Antalya,17964,Müze,Kış
Gezilecek Yer 39197,4.1,Konya,28501,Tarihi Yer,Sonbahar
Gezilecek Yer 39198,4.7,Muğla,52220,Müze,Kış
Gezilecek Yer 39199,4.7,Antalya,48686,Müze,Yaz
Gezilecek Yer 39200,4.0,Bursa,40052,Park,Bahar
Gezilecek Yer 39201,3.8,İstanbul,14365,Tarihi Yer,Yaz
Gezilecek Yer 39202,4.3,Konya,12479,Tarihi Yer,Yaz
Gezilecek Yer 39203,4.3,Antalya,33420,Müze,Bahar
Gezilecek Yer 39204,4.6,Konya,38635,Restoran,Yaz
Gezilecek Yer 39205,3.7,Bodrum,45407,Restoran,Sonbahar
Gezilecek Yer 39206,3.8,Muğla,5374,Plaj,Kış
Gezilecek Yer 39207,3.8,Ankara,38717,Plaj,Kış
Gezilecek Yer 39208,4.2,Bodrum,2363,Restoran,Bahar
Gezilecek Yer 39209,4.1,Bodrum,7607,Park,Kış
Gezilecek Yer 39210,3.7,Bursa,1239,Müze,Sonbahar
Gezilecek Yer 39211,4.3,Trabzon,45873,Müze,Yaz
Gezilecek Yer 39212,4.2,Antalya,49928,Restoran,Yaz
Gezilecek Yer 39213,4.2,Bodrum,35100,Restoran,Yaz
Gezilecek Yer 39214,4.6,Bodrum,42852,Müze,Kış
Gezilecek Yer 39215,3.5,Ankara,39111,Restoran,Bahar
Gezilecek Yer 39216,4.3,Muğla,34640,Restoran,Sonbahar
Gezilecek Yer 39217,4.9,Bodrum,19222,Tarihi Yer,Yaz
Gezilecek Yer 39218,4.8,Ankara,1271,Restoran,Kış
Gezilecek Yer 39219,3.8,Ankara,46735,Restoran,Bahar
Gezilecek Yer 39220,4.5,Bodrum,15532,Tarihi Yer,Bahar
Gezilecek Yer 39221,5.0,Antalya,19779,Plaj,Bahar
Gezilecek Yer 39222,3.7,Adana,2852,Park,Sonbahar
Gezilecek Yer 39223,3.8,İstanbul,25920,Restoran,Sonbahar
Gezilecek Yer 39224,3.7,Bursa,41514,Park,Kış
Gezilecek Yer 39225,4.0,Muğla,56304,Tarihi Yer,Kış
Gezilecek Yer 39226,4.7,Bodrum,3085,Park,Kış
Gezilecek Yer 39227,4.3,Ankara,27459,Müze,Sonbahar
Gezilecek Yer 39228,4.3,İstanbul,42069,Restoran,Bahar
Gezilecek Yer 39229,4.0,Antalya,7899,Restoran,Kış
Gezilecek Yer 39230,5.0,Muğla,44843,Restoran,Bahar
Gezilecek Yer 39231,3.9,Trabzon,40826,Müze,Yaz
Gezilecek Yer 39232,3.9,Muğla,30013,Tarihi Yer,Bahar
Gezilecek Yer 39233,4.7,Ankara,4356,Restoran,Sonbahar
Gezilecek Yer 39234,3.8,İzmir,29137,Müze,Bahar
Gezilecek Yer 39235,3.9,İstanbul,26973,Restoran,Bahar
Gezilecek Yer 39236,4.6,Adana,12622,Restoran,Bahar
Gezilecek Yer 39237,4.8,İstanbul,19799,Restoran,Kış
Gezilecek Yer 39238,3.7,İstanbul,16678,Park,Sonbahar
Gezilecek Yer 39239,4.0,Ankara,45269,Restoran,Bahar
Gezilecek Yer 39240,3.6,Bursa,48417,Park,Bahar
Gezilecek Yer 39241,4.5,Ankara,23046,Tarihi Yer,Yaz
Gezilecek Yer 39242,4.2,Muğla,49720,Müze,Bahar
Gezilecek Yer 39243,3.8,Ankara,28810,Plaj,Bahar
Gezilecek Yer 39244,4.2,Trabzon,28140,Müze,Bahar
Gezilecek Yer 39245,5.0,İstanbul,33690,Müze,Yaz
Gezilecek Yer 39246,4.0,İstanbul,55483,Restoran,Sonbahar
Gezilecek Yer 39247,3.9,Konya,18881,Müze,Yaz
Gezilecek Yer 39248,4.1,Adana,1612,Restoran,Yaz
Gezilecek Yer 39249,4.5,Trabzon,18142,Restoran,Kış
Gezilecek Yer 39250,3.7,İzmir,45475,Park,Bahar
Gezilecek Yer 39251,4.3,Muğla,50622,Tarihi Yer,Bahar
Gezilecek Yer 39252,4.1,Bursa,52456,Müze,Bahar
Gezilecek Yer 39253,4.0,Adana,30031,Restoran,Kış
Gezilecek Yer 39254,4.1,İzmir,5953,Müze,Bahar
Gezilecek Yer 39255,4.0,Ankara,54684,Müze,Kış
Gezilecek Yer 39256,3.7,İstanbul,10116,Müze,Yaz
Gezilecek Yer 39257,4.8,Antalya,37940,Plaj,Sonbahar
Gezilecek Yer 39258,4.7,İzmir,19485,Park,Kış
Gezilecek Yer 39259,3.6,Antalya,4753,Restoran,Yaz
Gezilecek Yer 39260,4.6,Bodrum,15903,Müze,Kış
Gezilecek Yer 39261,4.8,Adana,58209,Park,Kış
Gezilecek Yer 39262,4.5,Konya,7692,Plaj,Yaz
Gezilecek Yer 39263,4.0,Bursa,30067,Restoran,Kış
Gezilecek Yer 39264,4.7,Bodrum,41211,Müze,Bahar
Gezilecek Yer 39265,4.9,İstanbul,27573,Tarihi Yer,Yaz
Gezilecek Yer 39266,4.8,Bursa,24831,Tarihi Yer,Yaz
Gezilecek Yer 39267,4.9,Trabzon,47214,Park,Bahar
Gezilecek Yer 39268,4.2,Adana,29826,Park,Kış
Gezilecek Yer 39269,3.5,Adana,11684,Müze,Kış
Gezilecek Yer 39270,4.8,İstanbul,57477,Müze,Sonbahar
Gezilecek Yer 39271,4.4,Trabzon,22682,Plaj,Sonbahar
Gezilecek Yer 39272,3.6,Ankara,57614,Plaj,Kış
Gezilecek Yer 39273,4.0,İzmir,21865,Tarihi Yer,Bahar
Gezilecek Yer 39274,4.8,Antalya,23360,Restoran,Yaz
Gezilecek Yer 39275,4.3,Antalya,30803,Restoran,Kış
Gezilecek Yer 39276,4.7,Muğla,30574,Müze,Yaz
Gezilecek Yer 39277,4.5,Adana,59988,Restoran,Kış
Gezilecek Yer 39278,4.3,İstanbul,16572,Tarihi Yer,Yaz
Gezilecek Yer 39279,4.0,Muğla,14659,Restoran,Yaz
Gezilecek Yer 39280,3.5,Konya,22718,Müze,Kış
Gezilecek Yer 39281,4.6,Bursa,42829,Müze,Bahar
Gezilecek Yer 39282,4.4,Trabzon,41747,Tarihi Yer,Sonbahar
Gezilecek Yer 39283,4.2,Muğla,29480,Plaj,Bahar
Gezilecek Yer 39284,4.3,Antalya,4510,Müze,Sonbahar
Gezilecek Yer 39285,4.5,Adana,37224,Müze,Sonbahar
Gezilecek Yer 39286,4.2,İzmir,55271,Restoran,Kış
Gezilecek Yer 39287,4.8,Bursa,42264,Tarihi Yer,Kış
Gezilecek Yer 39288,3.5,Adana,28801,Müze,Bahar
Gezilecek Yer 39289,4.2,Antalya,18538,Tarihi Yer,Bahar
Gezilecek Yer 39290,4.2,İzmir,34896,Park,Yaz
Gezilecek Yer 39291,3.6,Konya,44701,Restoran,Sonbahar
Gezilecek Yer 39292,4.2,Adana,53472,Plaj,Bahar
Gezilecek Yer 39293,3.7,Antalya,28391,Plaj,Yaz
Gezilecek Yer 39294,4.3,Konya,57424,Müze,Bahar
Gezilecek Yer 39295,4.8,Bursa,59406,Tarihi Yer,Kış
Gezilecek Yer 39296,4.8,Bursa,34314,Park,Yaz
Gezilecek Yer 39297,4.9,Trabzon,25300,Restoran,Yaz
Gezilecek Yer 39298,4.2,Bursa,26232,Müze,Bahar
Gezilecek Yer 39299,4.4,İstanbul,1079,Plaj,Yaz
Gezilecek Yer 39300,4.7,Bodrum,33418,Müze,Yaz
Gezilecek Yer 39301,3.8,Ankara,14283,Müze,Yaz
Gezilecek Yer 39302,4.2,Konya,7959,Park,Kış
Gezilecek Yer 39303,5.0,İstanbul,52810,Restoran,Yaz
Gezilecek Yer 39304,4.1,Bursa,42158,Park,Yaz
Gezilecek Yer 39305,3.8,Antalya,15172,Müze,Bahar
Gezilecek Yer 39306,3.7,Trabzon,32916,Restoran,Sonbahar
Gezilecek Yer 39307,4.3,Ankara,27400,Restoran,Bahar
Gezilecek Yer 39308,3.8,Ankara,30087,Restoran,Sonbahar
Gezilecek Yer 39309,4.4,Adana,30545,Plaj,Kış
Gezilecek Yer 39310,3.9,Antalya,37321,Tarihi Yer,Bahar
Gezilecek Yer 39311,4.4,Adana,17143,Tarihi Yer,Yaz
Gezilecek Yer 39312,4.4,Bodrum,23532,Plaj,Kış
Gezilecek Yer 39313,4.3,İzmir,23663,Restoran,Sonbahar
Gezilecek Yer 39314,4.9,Muğla,58406,Park,Kış
Gezilecek Yer 39315,4.2,İstanbul,14932,Tarihi Yer,Sonbahar
Gezilecek Yer 39316,4.7,İstanbul,18344,Park,Yaz
Gezilecek Yer 39317,4.3,İstanbul,37052,Plaj,Bahar
Gezilecek Yer 39318,4.6,Ankara,6400,Tarihi Yer,Kış
Gezilecek Yer 39319,4.6,Konya,6342,Tarihi Yer,Bahar
Gezilecek Yer 39320,3.8,Ankara,33244,Park,Bahar
Gezilecek Yer 39321,4.2,Konya,13988,Tarihi Yer,Yaz
Gezilecek Yer 39322,3.6,Konya,9236,Park,Sonbahar
Gezilecek Yer 39323,3.9,Antalya,5997,Plaj,Sonbahar
Gezilecek Yer 39324,4.3,Konya,24120,Müze,Sonbahar
Gezilecek Yer 39325,4.6,İstanbul,38962,Tarihi Yer,Yaz
Gezilecek Yer 39326,4.4,Bursa,15940,Tarihi Yer,Sonbahar
Gezilecek Yer 39327,3.7,Trabzon,27498,Park,Sonbahar
Gezilecek Yer 39328,4.4,Bursa,29773,Park,Sonbahar
Gezilecek Yer 39329,4.9,Bodrum,13947,Plaj,Kış
Gezilecek Yer 39330,4.5,Muğla,11134,Plaj,Yaz
Gezilecek Yer 39331,3.7,Adana,19361,Tarihi Yer,Bahar
Gezilecek Yer 39332,3.5,Trabzon,16917,Plaj,Yaz
Gezilecek Yer 39333,4.9,İzmir,54496,Tarihi Yer,Bahar
Gezilecek Yer 39334,4.2,Bursa,38646,Müze,Kış
Gezilecek Yer 39335,4.4,Trabzon,5118,Plaj,Kış
Gezilecek Yer 39336,3.9,Trabzon,49627,Tarihi Yer,Kış
Gezilecek Yer 39337,4.4,Adana,16780,Plaj,Yaz
Gezilecek Yer 39338,4.4,Adana,23386,Plaj,Kış
Gezilecek Yer 39339,4.3,Konya,14602,Müze,Kış
Gezilecek Yer 39340,4.6,Bodrum,33967,Plaj,Bahar
Gezilecek Yer 39341,3.7,Trabzon,34048,Müze,Sonbahar
Gezilecek Yer 39342,4.2,Trabzon,4670,Müze,Kış
Gezilecek Yer 39343,3.9,Trabzon,40709,Tarihi Yer,Kış
Gezilecek Yer 39344,4.1,Adana,55870,Restoran,Yaz
Gezilecek Yer 39345,4.2,Ankara,18797,Plaj,Yaz
Gezilecek Yer 39346,4.0,Trabzon,50865,Plaj,Kış
Gezilecek Yer 39347,4.3,Ankara,46747,Park,Sonbahar
Gezilecek Yer 39348,3.6,Bodrum,38288,Plaj,Yaz
Gezilecek Yer 39349,4.6,Konya,52110,Park,Kış
Gezilecek Yer 39350,4.2,Bursa,54595,Restoran,Kış
Gezilecek Yer 39351,4.9,Bursa,27595,Müze,Sonbahar
Gezilecek Yer 39352,4.6,Bursa,21477,Park,Kış
Gezilecek Yer 39353,4.3,Antalya,48683,Müze,Sonbahar
Gezilecek Yer 39354,3.9,Ankara,37043,Restoran,Bahar
Gezilecek Yer 39355,4.5,Trabzon,12866,Park,Kış
Gezilecek Yer 39356,4.0,İstanbul,19513,Tarihi Yer,Kış
Gezilecek Yer 39357,3.7,İstanbul,33828,Park,Kış
Gezilecek Yer 39358,4.3,İzmir,50997,Park,Yaz
Gezilecek Yer 39359,3.9,Muğla,39299,Restoran,Sonbahar
Gezilecek Yer 39360,3.6,İstanbul,45052,Restoran,Bahar
Gezilecek Yer 39361,4.4,İstanbul,16883,Plaj,Sonbahar
Gezilecek Yer 39362,4.4,Bursa,42104,Müze,Bahar
Gezilecek Yer 39363,4.3,Ankara,58679,Restoran,Bahar
Gezilecek Yer 39364,3.8,Muğla,43946,Park,Bahar
Gezilecek Yer 39365,3.8,Trabzon,3752,Restoran,Sonbahar
Gezilecek Yer 39366,4.3,Adana,29443,Plaj,Sonbahar
Gezilecek Yer 39367,4.9,Antalya,9272,Restoran,Bahar
Gezilecek Yer 39368,4.1,İstanbul,27646,Müze,Bahar
Gezilecek Yer 39369,4.7,Konya,32765,Tarihi Yer,Kış
Gezilecek Yer 39370,4.0,İzmir,2025,Plaj,Bahar
Gezilecek Yer 39371,4.1,Konya,12545,Tarihi Yer,Kış
Gezilecek Yer 39372,4.5,Trabzon,14190,Tarihi Yer,Yaz
Gezilecek Yer 39373,3.8,İstanbul,22002,Park,Kış
Gezilecek Yer 39374,4.6,Adana,12108,Restoran,Yaz
Gezilecek Yer 39375,4.5,Trabzon,36330,Müze,Bahar
Gezilecek Yer 39376,4.7,Muğla,5883,Tarihi Yer,Bahar
Gezilecek Yer 39377,3.5,İzmir,5653,Restoran,Bahar
Gezilecek Yer 39378,4.0,İzmir,8941,Müze,Sonbahar
Gezilecek Yer 39379,4.2,Adana,5819,Müze,Sonbahar
Gezilecek Yer 39380,4.7,İstanbul,12649,Park,Kış
Gezilecek Yer 39381,3.8,Bodrum,57012,Restoran,Yaz
Gezilecek Yer 39382,3.9,Antalya,19328,Park,Kış
Gezilecek Yer 39383,4.8,Adana,59913,Tarihi Yer,Kış
Gezilecek Yer 39384,4.9,İstanbul,18402,Tarihi Yer,Bahar
Gezilecek Yer 39385,4.1,Trabzon,8756,Park,Kış
Gezilecek Yer 39386,4.5,Muğla,40831,Müze,Bahar
Gezilecek Yer 39387,4.1,Trabzon,23286,Park,Yaz
Gezilecek Yer 39388,4.5,İzmir,7082,Plaj,Bahar
Gezilecek Yer 39389,3.7,Bursa,52512,Park,Sonbahar
Gezilecek Yer 39390,4.9,Adana,37102,Müze,Kış
Gezilecek Yer 39391,4.1,İstanbul,31138,Plaj,Yaz
Gezilecek Yer 39392,3.6,Trabzon,54131,Restoran,Kış
Gezilecek Yer 39393,3.7,Adana,51769,Müze,Yaz
Gezilecek Yer 39394,3.7,Ankara,48047,Park,Sonbahar
Gezilecek Yer 39395,4.8,İzmir,35293,Tarihi Yer,Bahar
Gezilecek Yer 39396,4.3,İstanbul,675,Tarihi Yer,Sonbahar
Gezilecek Yer 39397,4.4,Ankara,4885,Müze,Sonbahar
Gezilecek Yer 39398,5.0,Bursa,31471,Tarihi Yer,Kış
Gezilecek Yer 39399,4.6,Ankara,34330,Tarihi Yer,Yaz
Gezilecek Yer 39400,5.0,Adana,26665,Plaj,Yaz
Gezilecek Yer 39401,4.6,Antalya,41837,Park,Yaz
Gezilecek Yer 39402,4.4,Bursa,13409,Plaj,Sonbahar
Gezilecek Yer 39403,4.5,Antalya,9657,Restoran,Kış
Gezilecek Yer 39404,4.4,Bodrum,29940,Plaj,Kış
Gezilecek Yer 39405,4.1,Muğla,48307,Plaj,Bahar
Gezilecek Yer 39406,4.5,Ankara,28091,Plaj,Kış
Gezilecek Yer 39407,3.9,İzmir,25843,Park,Bahar
Gezilecek Yer 39408,3.6,İzmir,11980,Müze,Yaz
Gezilecek Yer 39409,3.9,Bodrum,28345,Tarihi Yer,Bahar
Gezilecek Yer 39410,3.9,Trabzon,3899,Tarihi Yer,Bahar
Gezilecek Yer 39411,3.5,Bodrum,40061,Müze,Bahar
Gezilecek Yer 39412,4.3,Bodrum,1871,Müze,Bahar
Gezilecek Yer 39413,4.6,Konya,9446,Müze,Sonbahar
Gezilecek Yer 39414,4.1,Konya,39072,Müze,Sonbahar
Gezilecek Yer 39415,4.7,Antalya,25333,Müze,Kış
Gezilecek Yer 39416,3.6,Ankara,22767,Müze,Yaz
Gezilecek Yer 39417,4.9,Bursa,55667,Plaj,Bahar
Gezilecek Yer 39418,4.6,Trabzon,13056,Müze,Yaz
Gezilecek Yer 39419,4.1,Bursa,15521,Plaj,Kış
Gezilecek Yer 39420,5.0,Adana,47818,Park,Sonbahar
Gezilecek Yer 39421,4.1,Muğla,26444,Tarihi Yer,Yaz
Gezilecek Yer 39422,3.6,İzmir,55323,Park,Yaz
Gezilecek Yer 39423,3.9,Muğla,22891,Restoran,Yaz
Gezilecek Yer 39424,3.8,Muğla,4684,Restoran,Kış
Gezilecek Yer 39425,3.6,Adana,2679,Müze,Sonbahar
Gezilecek Yer 39426,4.4,Muğla,32608,Tarihi Yer,Kış
Gezilecek Yer 39427,3.7,Konya,20752,Park,Bahar
Gezilecek Yer 39428,4.6,Adana,31079,Tarihi Yer,Sonbahar
Gezilecek Yer 39429,4.8,Ankara,9063,Müze,Bahar
Gezilecek Yer 39430,3.6,Antalya,4305,Restoran,Sonbahar
Gezilecek Yer 39431,4.3,Konya,23684,Tarihi Yer,Sonbahar
Gezilecek Yer 39432,3.8,Bursa,59084,Müze,Yaz
Gezilecek Yer 39433,3.6,Ankara,22639,Park,Yaz
Gezilecek Yer 39434,4.5,İzmir,39265,Plaj,Kış
Gezilecek Yer 39435,3.9,Bursa,14180,Plaj,Sonbahar
Gezilecek Yer 39436,4.6,Adana,9283,Restoran,Sonbahar
Gezilecek Yer 39437,4.0,Bursa,1771,Müze,Bahar
Gezilecek Yer 39438,4.4,Ankara,52163,Plaj,Kış
Gezilecek Yer 39439,3.7,Ankara,3679,Müze,Kış
Gezilecek Yer 39440,4.3,Antalya,40113,Park,Yaz
Gezilecek Yer 39441,4.3,Bursa,2343,Plaj,Bahar
Gezilecek Yer 39442,3.6,Konya,17207,Park,Sonbahar
Gezilecek Yer 39443,4.8,İstanbul,23192,Müze,Bahar
Gezilecek Yer 39444,4.5,Antalya,5119,Tarihi Yer,Kış
Gezilecek Yer 39445,3.6,İstanbul,45515,Müze,Yaz
Gezilecek Yer 39446,4.8,Bodrum,17905,Tarihi Yer,Bahar
Gezilecek Yer 39447,4.6,İstanbul,31746,Müze,Sonbahar
Gezilecek Yer 39448,4.6,Konya,55466,Plaj,Bahar
Gezilecek Yer 39449,3.7,Bodrum,18058,Park,Yaz
Gezilecek Yer 39450,4.5,Trabzon,54047,Plaj,Bahar
Gezilecek Yer 39451,3.5,İzmir,6758,Plaj,Sonbahar
Gezilecek Yer 39452,3.6,Muğla,22579,Park,Yaz
Gezilecek Yer 39453,4.7,Konya,47402,Tarihi Yer,Sonbahar
Gezilecek Yer 39454,3.7,Konya,49474,Plaj,Kış
Gezilecek Yer 39455,4.5,Trabzon,41437,Tarihi Yer,Kış
